
Time,SamBA,Auth,Write Mac,MAC,Ver,Lver,Webver,Connet,Update Web,Update SW,UP CFG,Check SW,Check CFG,Status
17:32:4,OK,NO,
Time,SamBA,Auth,Write Mac,MAC,Ver,Lver,Webver,Connet,Update Web,Update SW,UP CFG,Check SW,Check CFG,Status
17:33:14,OK,NO,
Time,SamBA,Auth,Write Mac,MAC,Ver,Lver,Webver,Connet,Update Web,Update SW,UP CFG,Check SW,Check CFG,Status
17:34:4,OK,NO,
Time,SamBA,Auth,Write Mac,MAC,Ver,Lver,Webver,Connet,Update Web,Update SW,UP CFG,Check SW,Check CFG,Status
17:34:54,
Time,SamBA,Auth,Write Mac,MAC,Ver,Lver,Webver,Connet,Update Web,Update SW,UP CFG,Check SW,Check CFG,Status
17:37:45,ERR,
Time,SamBA,Auth,Write Mac,MAC,Ver,Lver,Webver,Connet,Update Web,Update SW,UP CFG,Check SW,Check CFG,Status
18:4:28,
Time,SamBA,Auth,Write Mac,MAC,Ver,Lver,Webver,Connet,Update Web,Update SW,UP CFG,Check SW,Check CFG,Status
18:6:7,
Time,SamBA,Auth,Write Mac,MAC,Ver,Lver,Webver,Connet,Update Web,Update SW,UP CFG,Check SW,Check CFG,Status
18:13:55,OK,NO,NO,ACCF23888888,V1.3.03,1,V1.0.12,NO,NO,NO,NO,NO,PASS
Time,SamBA,Auth,Write Mac,MAC,Ver,Lver,Webver,Connet,Update Web,Update SW,UP CFG,Check SW,Check CFG,Status
18:17:45,OK,NO,NO,ACCF23888888,V1.3.03,1,V1.0.12,NO,NO,NO,NO,NO,PASS
18:18:18,ERR,
18:18:37,ERR,
18:18:42,
